molecule_id,smiles,type,units,value,molecular_weight,pIC50
CHEMBL100370,N[C@@H](CCNCc1ccc(Cl)cc1)C(=O)N1CC=CCC1,IC50,nM,148000.0,307.82500000000005,3.8297382846050425
CHEMBL100715,NCC[C@H](NCc1ccccc1)C(=O)N1CCCCC1,IC50,nM,1000000.0,275.396,3.0
CHEMBL101401,NC(N)=NCC[C@H](N)C(=O)N1CCCCC1,IC50,nM,545000.0,227.31199999999993,3.2636034977233574
CHEMBL101656,NCC[C@H](N=C(N)N)C(=O)N1CCCCC1,IC50,nM,1000000.0,227.31199999999995,3.0
CHEMBL1082345,Cl.N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2C[C@H](OC(=O)Nc3ccccc3)C[C@@H]2C1,IC50,nM,121.0,432.95200000000017,6.91721462968355
CHEMBL1082346,CO[C@@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,27.0,327.85600000000005,7.568636235841013
CHEMBL1082347,CO[C@@H]1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,27.0,327.85600000000005,7.568636235841013
CHEMBL1082348,CO[C@H]1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,47.0,327.85600000000005,7.327902142064283
CHEMBL1082350,CC(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,32.0,355.86600000000004,7.494850021680094
CHEMBL1082462,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,5.0,324.40000000000003,8.301029995663981
CHEMBL1082463,CC(C)(CC(=O)N1CC[C@@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,21.0,340.39900000000006,7.6777807052660805
CHEMBL1082464,CC(C)(CC(=O)N1CC[C@H](O)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,50.0,340.39900000000006,7.301029995663981
CHEMBL1082465,CC(C)(CC(=O)N1CC[C@@H](F)C1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,39.0,342.39000000000004,7.4089353929735005
CHEMBL1082653,CO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,8.0,327.85600000000005,8.096910013008056
CHEMBL1082654,CCO[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,59.0,341.883,7.229147988357855
CHEMBL1082707,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCCC3)C[C@@H]2C1,IC50,nM,39.0,359.4740000000003,7.4089353929735005
CHEMBL1082708,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCCCC3)C[C@@H]2C1,IC50,nM,69.0,373.5010000000003,7.161150909262744
CHEMBL1082716,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)N3CCOCC3)C[C@@H]2C1,IC50,nM,50.0,375.4730000000003,7.301029995663981
CHEMBL1082973,CN(C)C(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,65.0,384.9080000000001,7.187086643357144
CHEMBL1082974,CCN(CC)C(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,80.0,412.96200000000016,7.096910013008056
CHEMBL1082996,C#C[C@@H]1C[C@H](F)CN1C(=O)CC(C)(C)CC(=O)N[C@H]1C[C@@H]1c1cccc(Cl)c1,IC50,nM,15.0,404.9130000000001,7.823908740944319
CHEMBL1082997,CC(C)(CC(=O)N1CCCC1)NCC(=O)N1CCC[C@H]1C#N,IC50,nM,71.0,306.41,7.1487416512809245
CHEMBL1083031,COC(=O)N1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,nM,24.0,320.39300000000003,7.619788758288394
CHEMBL1083032,N#C[C@@H]1CCCN1C(=O)CN[C@@H]1C[C@@H]2CN(C(=O)CO)C[C@@H]2C1,IC50,nM,14.0,320.39300000000014,7.853871964321762
CHEMBL1083287,CN(C)C(=O)N1C[C@@H]2C[C@](C)(NCC(=O)N3CCC[C@H]3C#N)C[C@@H]2C1,IC50,nM,13.0,347.46300000000014,7.886056647693163
CHEMBL1083588,CN(C)C(=O)N1C[C@@H]2C[C@@](C)(NCC(=O)N3CCC[C@H]3C#N)C[C@@H]2C1,IC50,nM,13.0,347.46300000000014,7.886056647693163
CHEMBL1083589,Cl.N#C[C@@H]1CCCN1C(=O)CN[C@H]1C[C@H]2C[C@@H](O)C[C@H]2C1,IC50,nM,12.0,313.82900000000006,7.920818753952375
CHEMBL1083916,CC(C)NC(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,204.0,398.9350000000001,6.690369832574102
CHEMBL1084473,CC(C)(C)NC(=O)O[C@H]1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1.Cl,IC50,nM,326.0,412.96200000000016,6.486782399932061
CHEMBL1084601,CC(C)(CC(=O)N1C2CCC1CC2)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,66.0,350.43800000000005,7.180456064458132
CHEMBL1084972,CC(C)(CC(=O)NC1CCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,29.0,338.427,7.5376020021010435
CHEMBL1085074,CC(C)(CC(=O)N1CCCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,14.0,338.427,7.853871964321762
CHEMBL1085075,CC(C)(CC(=O)N1CC=CCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,18.0,336.411,7.7447274948966935
CHEMBL1085269,CN(C)C(=O)N1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,nM,9.0,333.4360000000001,8.045757490560675
CHEMBL1085305,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)cc1OC,IC50,nM,27.0,406.45800000000014,7.568636235841013
CHEMBL1085306,CC(C)(CC(=O)Nc1ccccn1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,19.0,347.3940000000001,7.721246399047171
CHEMBL1085332,CC(C)(CC(=O)N1CCC(=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,26.0,352.4100000000001,7.585026652029182
CHEMBL1085333,CC(C)(CC(=O)N1CCOCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,13.0,340.399,7.886056647693163
CHEMBL1085522,CC(C)NC(=O)N1C[C@H]2C[C@@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,nM,120.0,347.46300000000014,6.920818753952375
CHEMBL1085552,COc1ccc(NC(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)nc1,IC50,nM,18.0,377.4200000000001,7.7447274948966935
CHEMBL1085579,C[C@@H]1CCCN1C(=O)CC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,32.0,338.427,7.494850021680094
CHEMBL1085580,CC(C)(CC(=O)N1CCSC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,27.0,342.44000000000005,7.568636235841013
CHEMBL1085595,CC(C)(CC(=O)N1CCN(S(C)(=O)=O)CC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,15.0,417.5070000000002,7.823908740944319
CHEMBL1085596,CN1CCN(C(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)CC1,IC50,nM,93.0,353.4420000000001,7.031517051446065
CHEMBL1085597,CCOC(=O)N1CCN(C(=O)CC(C)(C)NCC(=O)N2C[C@@H](F)C[C@H]2C#N)CC1,IC50,nM,63.0,411.4780000000002,7.200659450546418
CHEMBL1085598,CC(C)(CC(=O)N1CCCCCC1)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,160.0,352.45400000000006,6.795880017344075
CHEMBL1086039,CC(C)(CC(=O)N1CCC[C@H]1CO)NCC(=O)N1C[C@@H](F)C[C@H]1C#N,IC50,nM,24.0,354.4260000000001,7.619788758288394
CHEMBL1086466,CN(C)C(=O)N1C[C@H]2C[C@H](NCC(=O)N3CCC[C@H]3C#N)C[C@H]2C1,IC50,nM,83.0,333.4360000000001,7.080921907623926
CHEMBL1086502,CC(C)(CC(=O)N1CC[C@@H](O)C1)NCC(=O)N1CCC[C@H]1C#N,IC50,nM,180.0,322.4090000000001,6.7447274948966935
CHEMBL1088406,O=C([C@@H]1CCCN1C(=O)OCc1ccccc1)N1CCCC1,IC50,nM,100000.0,302.3740000000002,4.0
CHEMBL1090,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,IC50,nM,62.0,267.245,7.2076083105017466
CHEMBL113918,Cc1cccc(C)c1N1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,IC50,nM,337500.0,296.28200000000004,3.4717262228329564
CHEMBL1160335,CC(=O)OCc1ccc2cc1C(=O)NCC(=O)NCC(=O)NCCCC[C@H](N)C(=O)N1CCC[C@H]1C(=O)N2.O=C(O)C(F)(F)F,IC50,nM,1500.0,644.6040000000006,5.823908740944319
CHEMBL1162974,CC(Cc1nc(-c2ccc(S(C)(=O)=O)cc2Cl)no1)C(F)=C1CCCC1.O=C(O)C(F)(F)F,IC50,nM,21.0,512.9090000000003,7.6777807052660805
CHEMBL1182947,O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1,IC50,nM,15000.0,400.4150000000001,4.823908740944319
CHEMBL1185242,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1,IC50,nM,12.0,453.9670000000002,7.920818753952375
CHEMBL1186023,CC(C)[C@H](Oc1ccc(CNC(=O)[C@@H]2CCCN2C(=O)C[C@H](N)Cc2cc(F)ccc2F)cc1)C(=O)O,IC50,nM,0.48,517.5730000000002,9.318758762624412
CHEMBL1186902,N[C@@H](CC(=O)N1CCCN(C(=O)c2ccc(C(=O)O)cc2)CC1)Cc1cc(F)c(F)cc1F,IC50,nM,223.0,463.4560000000002,6.651695136951839
CHEMBL1194345,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F,IC50,nM,67.0,318.302,7.173925197299173
CHEMBL1197118,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1,IC50,nM,42.0,395.4060000000001,7.376750709602099
CHEMBL1202080,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1OC.O=C(O)C(=O)O,IC50,nM,2.0,491.5010000000003,8.698970004336019
CHEMBL1202081,COc1cccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)c1.O=C(O)C(=O)O,IC50,nM,65.1,461.47500000000025,7.186419011431808
CHEMBL1202082,CCCCN1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,IC50,nM,53.5,411.4590000000001,7.2716462179787715
CHEMBL1202083,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccccc2)C1=O.O=C(O)C(=O)O,IC50,nM,34.8,431.4490000000001,7.458420756053419
CHEMBL1202084,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccccc2F)C1=O.O=C(O)C(=O)O,IC50,nM,133.6,449.43900000000014,6.874193541860473
CHEMBL1202085,COc1cc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc(OC)c1OC.O=C(O)C(=O)O,IC50,nM,165.6,521.5270000000004,6.780939667551139
CHEMBL1202086,Cc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1.O=C(O)C(=O)O,IC50,nM,29.3,445.4760000000002,7.533132379645891
CHEMBL1202087,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(F)cc2)C1=O.O=C(O)C(=O)O,IC50,nM,44.5,449.43900000000014,7.351639989019068
CHEMBL1202088,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2cccc(F)c2)C1=O.O=C(O)C(=O)O,IC50,nM,60.1,449.43900000000014,7.221125527997261
CHEMBL1202089,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(c2ccc(Cl)cc2)C1=O.O=C(O)C(=O)O,IC50,nM,25.8,465.8940000000002,7.58838029403677
CHEMBL1202090,CC(C)(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,IC50,nM,68.1,411.4590000000001,7.166852888087215
CHEMBL1202091,CC(C)N1CCN(CCNCC(=O)N2CCC[C@@H]2C#N)C1=O.O=C(O)C(=O)O,IC50,nM,47.8,397.43200000000013,7.320572103387881
CHEMBL1202092,N#C[C@H]1CCCN1C(=O)CNCCN1CCN(C2CCCCC2)C1=O.O=C(O)C(=O)O,IC50,nM,68.6,437.49700000000036,7.163675884293248
CHEMBL1202093,COc1ccc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)cc1.O=C(O)C(=O)O,IC50,nM,82.4,461.47500000000025,7.084072788302884
CHEMBL1202094,COc1cc(OC)cc(N2CCN(CCNCC(=O)N3CCC[C@@H]3C#N)C2=O)c1.O=C(O)C(=O)O,IC50,nM,20.4,491.50100000000026,7.690369832574101
CHEMBL1203953,Cl.N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)[C@H]1Cc1ccc(F)cc1)Cc1cc(F)c(F)cc1F,IC50,nM,0.18,551.8940000000002,9.744727494896694
CHEMBL1203962,COCC(C)(C)NCC(=O)N1C[C@@H](F)C[C@H]1C#N.Cl,IC50,nM,13.0,293.7699999999999,7.886056647693163
CHEMBL1204389,CC1c2nc(C3CC3)n(C)c2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F.Cl,IC50,nM,250.0,442.91300000000007,6.6020599913279625
CHEMBL122206,COc1cc2c(cc1OC)-c1nc(N)c(CN)c(-c3ccc(Cl)cc3Cl)c1C2,IC50,nM,7.0,416.30800000000016,8.154901959985743
CHEMBL1229644,CC(C)(CO)NCC(=O)N1C[C@@H](F)C[C@H]1[C@@H](O)c1nnc(C(C)(C)C)o1,IC50,nM,22.0,372.44100000000014,7.657577319177793
CHEMBL1229820,COc1cc2c(cc1OC)[C@@H]1C[C@H](N)[C@@H](c3cccc(CF)c3)CN1CC2,IC50,nM,0.5,370.4680000000002,9.301029995663981
CHEMBL1229855,CC(=O)N(C)[C@H]1CC[C@H]([C@H](C)[C@H](N)C(=O)N2CC[C@H](F)C2)CC1,IC50,nM,16.0,327.4440000000001,7.795880017344075
CHEMBL1230015,CS(=O)(=O)c1ccc([C@H]2NO[C@H]([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1,IC50,nM,19.0,458.5310000000002,7.721246399047171
CHEMBL1230044,N[C@H]1CN(C(=O)c2cnc3ccccc3n2)C[C@H]1C(=O)N1CCCC1,IC50,nM,65.0,339.39900000000017,7.187086643357144
CHEMBL1233461,O=C(O)c1c(Cl)ccc(Cl)c1O,IC50,nM,7.0,207.012,8.154901959985743
CHEMBL1235761,N#Cc1ccccc1Cn1c(N2CCC[C@@H](N)C2)ncc(Br)c1=O,IC50,nM,5.0,388.269,8.301029995663981
CHEMBL1236897,OCCC(CCO)C(CO)(CO)CO,IC50,nM,2000.0,208.254,5.698970004336019
CHEMBL1242939,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(Cl)cc3C2)C(=O)N1,IC50,nM,100000.0,400.8660000000001,4.0
CHEMBL1242940,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(F)cc3C2)C(=O)N1,IC50,nM,100000.0,384.4110000000001,4.0
CHEMBL1242966,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(C(F)(F)F)cc3C2)C(=O)N1,IC50,nM,100000.0,434.4180000000001,4.0
CHEMBL1242967,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,380.4480000000001,4.0
CHEMBL1242993,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCc3ccsc3C2)C(=O)N1,IC50,nM,100000.0,386.4770000000001,4.0
CHEMBL1242994,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCn3cc(C(F)(F)F)nc3C2)C(=O)N1,IC50,nM,100000.0,438.4100000000001,4.0
CHEMBL1243027,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCn3c(nnc3C(F)(F)F)C2)C(=O)N1,IC50,nM,100000.0,439.3980000000001,4.0
CHEMBL1243028,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccc(F)cc3)CC2)C(=O)N1,IC50,nM,100000.0,427.48000000000013,4.0
CHEMBL1243060,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCN(c3ccncc3)CC2)C(=O)N1,IC50,nM,100000.0,410.4780000000001,4.0
CHEMBL1243061,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CC=C(c3ccc(Cl)cc3)CC2)C(=O)N1,IC50,nM,100000.0,440.9310000000002,4.0
CHEMBL1243091,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCC2)C(=O)N1,IC50,nM,100000.0,318.37700000000007,4.0
CHEMBL1243092,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2CCCCC2)C(=O)N1,IC50,nM,100000.0,332.4040000000001,4.0
CHEMBL1243093,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)Nc2ccccc2)C(=O)N1,IC50,nM,100000.0,340.38300000000004,4.0
CHEMBL1243126,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,50000.0,384.4110000000001,4.301029995663981
CHEMBL1243127,N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccc(Cl)cc3C2)C(=O)N1,IC50,nM,100000.0,418.8560000000001,4.0
CHEMBL1243153,N#C[C@@H]1CC(F)(F)CN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,402.4010000000002,4.0
CHEMBL1243154,O=C1N[C@H](C(=O)N2CCSC2)C[C@H]1CC(=O)N1Cc2ccccc2C1,IC50,nM,100000.0,359.45100000000014,4.0
CHEMBL1243183,O=C1N[C@H](C(=O)N2CCCC2)C[C@H]1CC(=O)N1Cc2ccccc2C1,IC50,nM,100000.0,341.41100000000006,4.0
CHEMBL1243184,O=C1N[C@H](C(=O)N2CCC[C@H]2B(O)O)C[C@H]1CC(=O)N1Cc2ccccc2C1,IC50,nM,570.0,385.22900000000016,6.2441251443275085
CHEMBL1243215,CC(C)(C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,440.54400000000015,4.0
CHEMBL1243216,NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,384.4360000000001,4.0
CHEMBL1243248,N#C[C@@H]1CCCN1C(=O)[C@@H]1CC(CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,366.4210000000001,4.0
CHEMBL1243372,N#C[C@@H]1CCCN1C(=O)[C@@H](N)CCCN1Cc2ccccc2C1=O,IC50,nM,10.0,326.40000000000003,8.0
CHEMBL1243373,O=C(NCC(=O)N1CCC[C@H]1B(O)O)c1cccc2ccccc12,IC50,nM,20000.0,326.1610000000001,4.698970004336019
CHEMBL1243374,N#C[C@@H]1CCCN1C(=O)CNC(=O)c1cccc2ccccc12,IC50,nM,100000.0,307.35300000000007,4.0
CHEMBL1243402,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,366.4210000000001,4.0
CHEMBL1243403,N#C[C@@H]1CCCN1C(=O)[C@@H]1C[C@H](CC(=O)N2Cc3ccccc3C2)C(=O)N1,IC50,nM,100000.0,366.4210000000001,4.0
CHEMBL1275851,COc1ccc(CN2CC3CN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCN3C2=O)cc1.O=C(O)/C=C/C(=O)O,IC50,nM,360.0,592.5710000000004,6.443697499232712
CHEMBL1275852,COc1ccccc1CN1CC2CN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCN2C1=O.O=C(O)/C=C/C(=O)O,IC50,nM,101.0,592.5710000000004,6.995678626217358
CHEMBL1275853,COc1cccc(CN2CC3CN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCN3C2=O)c1.O=C(O)/C=C/C(=O)O,IC50,nM,124.0,592.5710000000004,6.906578314837765
CHEMBL1275854,COc1cc(CN2CC3CN(C(=O)C[C@H](N)Cc4cc(F)c(F)cc4F)CCN3C2=O)cc(OC)c1.O=C(O)/C=C/C(=O)O,IC50,nM,114.0,622.5970000000003,6.943095148663527
CHEMBL1276590,N[C@@H](CC(=O)N1CCN2C(=O)OCC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,nM,2300.0,473.4040000000001,5.638272163982407
CHEMBL1276591,N[C@@H](CC(=O)N1CCN2C(=O)NCC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,nM,1060.0,472.42000000000013,5.97469413473523
CHEMBL1276619,CN1CC2CN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCN2C1=O.O=C(O)/C=C/C(=O)O,IC50,nM,1240.0,486.4470000000003,5.906578314837765
CHEMBL1276620,CCN1CC2CN(C(=O)C[C@H](N)Cc3cc(F)c(F)cc3F)CCN2C1=O.O=C(O)/C=C/C(=O)O,IC50,nM,460.0,500.4740000000002,6.337242168318426
CHEMBL1276650,N[C@@H](CC(=O)N1CCN2C(=O)N(Cc3ccccc3)CC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,nM,300.0,562.5450000000004,6.522878745280337
CHEMBL1276682,N[C@@H](CC(=O)N1CCN2C(=O)N(Cc3ccc(F)cc3)CC2C1)Cc1cc(F)c(F)cc1F.O=C(O)/C=C/C(=O)O,IC50,nM,1236.0,580.5350000000003,5.907981529247203
CHEMBL1287844,Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(CCCO)c1=O,IC50,nM,23.0,514.4290000000002,7.638272163982407
CHEMBL1287845,CCOCCCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl.Cl,IC50,nM,122.0,542.4830000000004,6.913640169325252
CHEMBL1287874,Cl.Cn1cnc2cc(N3CCC[C@@](C)(N)C3)n(Cc3cc(F)ccc3Cl)c2c1=O,IC50,nM,103.0,440.35000000000014,6.987162775294828
CHEMBL1287875,Cl.Cn1cnc2cc(N3CCC[C@@](C)(N)C3)n(Cc3cc(F)ccc3C#N)c2c1=O,IC50,nM,87.0,430.91500000000013,7.060480747381382
CHEMBL1287901,Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2ncn(C)c(=O)c21.Cl,IC50,nM,23.0,419.9320000000001,7.638272163982407
CHEMBL1287902,Cl.Cn1cnc2cc(N3CCC[C@@](C)(N)C3)n(Cc3ccccc3C#N)c2c1=O,IC50,nM,151.0,412.9250000000001,6.82102305270683
CHEMBL1288231,Cl.Cn1c(=O)[nH]c2cc(N3CCC[C@@](C)(N)C3)n(Cc3ccccc3)c2c1=O,IC50,nM,1.8,403.91400000000016,8.744727494896694
CHEMBL1288232,Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2ccccc2C#N)n(C)c1=O,IC50,nM,36.0,442.95100000000014,7.443697499232712
CHEMBL1288260,Cl.Cn1c(=O)c2c(cc(N3CCC[C@@](C)(N)C3)n2Cc2cc(F)ccc2Cl)n(C)c1=O,IC50,nM,28.0,470.37600000000015,7.552841968657781
CHEMBL1288261,Cc1ccc(F)cc1Cn1c(N2CCC[C@@](C)(N)C2)cc2c1c(=O)n(C)c(=O)n2C.Cl,IC50,nM,27.0,449.95800000000014,7.568636235841013
CHEMBL1288288,CCn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1C#N.Cl,IC50,nM,12.0,474.96800000000013,7.920818753952375
CHEMBL1288289,CN(C)C(=O)Cn1c(=O)n(C)c(=O)c2c1cc(N1CCC[C@@](C)(N)C1)n2Cc1cc(F)ccc1Cl.Cl,IC50,nM,13.0,541.4550000000004,7.886056647693163
CHEMBL1422,N[C@@H](CC(=O)N1CCn2c(nnc2C(F)(F)F)C1)Cc1cc(F)c(F)cc1F,IC50,nM,0.87,407.31800000000015,9.060480747381382
CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,IC50,nM,0.58,303.4060000000001,9.236572006437063
CHEMBL1431,CN(C)C(=N)NC(=N)N,IC50,nM,29000.0,129.167,4.5376020021010435
CHEMBL144027,NCCCCC(N)C(=O)N1CCC(O)C1,IC50,nM,500000.0,215.29699999999997,3.3010299956639813
CHEMBL144226,[N-]=[N+]=NC1CCN(C(=O)C(N)CCCCN)C1,IC50,nM,1000000.0,240.31099999999995,3.0
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,IC50,nM,3370.0,180.159,5.4723700991286615
CHEMBL145813,N#CC1CCCCN1C(=O)C(N)CCCCN,IC50,nM,51000.0,238.33499999999995,4.292429823902063
CHEMBL145855,NCCCCC(N)C(=O)N1CCC(OC(=O)c2ccccc2)C1,IC50,nM,1000000.0,319.40500000000003,3.0
CHEMBL145862,NC(N)=NCCCC(N)C(=O)N1CCCCC1,IC50,nM,18100.0,241.3389999999999,4.7423214251308154
CHEMBL146190,CCCC(N)C(=O)N1CCCCC1,IC50,nM,229000.0,184.28299999999993,3.640164517660112
CHEMBL146437,CCC(C)C(N)C(=O)N(CC)CC,IC50,nM,500000.0,186.29899999999995,3.3010299956639813
CHEMBL146450,NCC[C@@H](N)C(=O)N1CCCCC1,IC50,nM,1000000.0,185.27099999999993,3.0
CHEMBL146509,NCCCC[C@@H](N)C(=S)N1CCCCC1,IC50,nM,1000000.0,229.39299999999994,3.0
CHEMBL146877,N#C[C@@H]1CCCCN1C(=O)C(N)CCN,IC50,nM,151000.0,210.28099999999998,3.8210230527068303
CHEMBL146995,NC(CO)C(=O)N1CCCCC1,IC50,nM,67000.0,172.22799999999995,4.173925197299173
